"";"Sample_name";"Sample_ID_demultiplexing";"SITE_PAIR";"PLOT_ID";"SUBPLOT";"SITE_ID";"MANAGEMENT";"MESH_TYPE";"locality_id";"GDD0";"precip_Plot_ID_coll_3";"N %";"C/N";"E3pH";"percent_mass_loss";"ergosterol_new";"bioclim_10";"bioclim_7";"vac.myr"
"120";"OYT_NN_L_62";"S139";6;11;62;"OYT";"NN";"L";"OYT_NN_62";"3186.389973958333";"1634.73949363176";"1.62";"31.7";"3.91";"49.4329983767242";0,401618968;12,72838306;49,08340073;"52"
"121";"OYT_NN_S_62";"S140";6;11;62;"OYT";"NN";"S";"OYT_NN_62";"3186.389973958333";"1634.73949363176";"1.62";"31.7";"3.91";"51.1309176378926";0,396499746;12,72838306;49,08340073;"52"
"122";"OYT_NN_L_63";"S141";6;11;63;"OYT";"NN";"L";"OYT_NN_63";"3183.841796875";"1634.73949363176";"1.62";"31.7";"3.91";"60.5363493363813";0,298595832;12,72838306;49,08340073;"74"
"123";"OYT_NN_S_63";"S142";6;11;63;"OYT";"NN";"S";"OYT_NN_63";"3183.841796875";"1634.73949363176";"1.62";"31.7";"3.91";"60.315247134714";0,381186993;12,72838306;49,08340073;"74"
"124";"OYT_NN_L_64";"S143";6;11;64;"OYT";"NN";"L";"OYT_NN_64";"3178.243489583333";"1634.73949363176";"1.62";"31.7";"3.91";"49.6290644970587";0,376718226;12,72838306;49,08340073;"51"
"125";"OYT_NN_S_64";"S144";6;11;64;"OYT";"NN";"S";"OYT_NN_64";"3178.243489583333";"1634.73949363176";"1.62";"31.7";"3.91";"66.5990150900398";0,303694485;12,72838306;49,08340073;"51"
"126";"OYT_NN_L_65";"S145";6;11;65;"OYT";"NN";"L";"OYT_NN_65";"3234.313802083333";"1634.73949363176";"1.62";"31.7";"3.91";"54.0611493554247";0,435605283;12,72838306;49,08340073;"31"
"127";"OYT_NN_S_65";"S146";6;11;65;"OYT";"NN";"S";"OYT_NN_65";"3234.313802083333";"1634.73949363176";"1.62";"31.7";"3.91";"52.3832252464033";0,371961044;12,72838306;49,08340073;"31"
"128";"OYT_NN_L_66";"S147";6;11;66;"OYT";"NN";"L";"OYT_NN_66";"3199.158203125";"1634.73949363176";"1.62";"31.7";"3.91";"47.5777643270041";0,269375351;12,72838306;49,08340073;"7"
"129";"OYT_NN_S_66";"S148";6;11;66;"OYT";"NN";"S";"OYT_NN_66";"3199.158203125";"1634.73949363176";"1.62";"31.7";"3.91";"45.8167235088619";0,308298505;12,72838306;49,08340073;"7"
"130";"OYT_CC_L_67";"S149";6;12;67;"OYT";"CC";"L";"OYT_CC_67";"3238.927734375";"1630.17579973221";"1.53";"34.1";"3.72";"54.0695633265406";0,467824629;12,94964981;49,10309982;"51"
"131";"OYT_CC_S_67";"S150";6;12;67;"OYT";"CC";"S";"OYT_CC_67";"3238.927734375";"1630.17579973221";"1.53";"34.1";"3.72";"50.6175065943594";0,370490846;12,94964981;49,10309982;"51"
"132";"OYT_CC_L_68";"S151";6;12;68;"OYT";"CC";"L";"OYT_CC_68";"3107.90234375";"1630.17579973221";"1.53";"34.1";"3.72";"59.7894426244595";0,345102433;12,94964981;49,10309982;"32"
"133";"OYT_CC_S_68";"S152";6;12;68;"OYT";"CC";"S";"OYT_CC_68";"3107.90234375";"1630.17579973221";"1.53";"34.1";"3.72";"60.5000469581289";0,363544042;12,94964981;49,10309982;"32"
"134";"OYT_CC_L_69";"S153";6;12;69;"OYT";"CC";"L";"OYT_CC_69";"3205.315755208333";"1630.17579973221";"1.53";"34.1";"3.72";"54.8221877038409";0,350877347;12,94964981;49,10309982;"47"
"135";"OYT_CC_S_69";"S154";6;12;69;"OYT";"CC";"S";"OYT_CC_69";"3205.315755208333";"1630.17579973221";"1.53";"34.1";"3.72";"59.0042196862768";0,377385052;12,94964981;49,10309982;"47"
"136";"OYT_CC_L_70";"S155";6;12;70;"OYT";"CC";"L";"OYT_CC_70";"3233.878255208333";"1630.17579973221";"1.53";"34.1";"3.72";"52.1809040537811";0,377955698;12,94964981;49,10309982;"24"
"137";"OYT_CC_S_70";"S156";6;12;70;"OYT";"CC";"S";"OYT_CC_70";"3233.878255208333";"1630.17579973221";"1.53";"34.1";"3.72";"56.8822115576601";0,327940853;12,94964981;49,10309982;"24"
"138";"OYT_CC_L_71";"S157";6;12;71;"OYT";"CC";"L";"OYT_CC_71";"3203.052083333333";"1630.17579973221";"1.53";"34.1";"3.72";"62.5124423631678";0,352494353;12,94964981;49,10309982;"39"
"139";"OYT_CC_S_71";"S158";6;12;71;"OYT";"CC";"S";"OYT_CC_71";"3203.052083333333";"1630.17579973221";"1.53";"34.1";"3.72";"52.2342864717625";0,462141487;12,94964981;49,10309982;"39"
"140";"OYT_CC_L_72";"S159";6;12;72;"OYT";"CC";"L";"OYT_CC_72";"3191.731770833333";"1630.17579973221";"1.53";"34.1";"3.72";"53.1907440640313";0,392800823;12,94964981;49,10309982;"50"
"141";"OYT_CC_S_72";"S160";6;12;72;"OYT";"CC";"S";"OYT_CC_72";"3191.731770833333";"1630.17579973221";"1.53";"34.1";"3.72";"56.4969887874303";0,354820689;12,94964981;49,10309982;"50"
"142";"TRE_NN_S_73";"S162";7;13;73;"TRE";"NN";"S";"TRE_NN_73";"3536.6764322916665";"1463.78600244038";"1.49";"32.6";"4.06";"63.0964564409019";0,33140898;13,7409668;47,96590042;"4"
"143";"TRE_NN_S_74";"S164";7;13;74;"TRE";"NN";"S";"TRE_NN_74";"3605.01171875";"1463.78600244038";"1.49";"32.6";"4.06";"53.1992065415532";0,135362255;13,7409668;47,96590042;"56"
"144";"TRE_NN_L_75";"S165";7;13;75;"TRE";"NN";"L";"TRE_NN_75";"3577.775390625";"1463.78600244038";"1.49";"32.6";"4.06";"58.747500006522";0,171041117;13,7409668;47,96590042;"4"
"145";"TRE_NN_S_75";"S166";7;13;75;"TRE";"NN";"S";"TRE_NN_75";"3577.775390625";"1463.78600244038";"1.49";"32.6";"4.06";"44.8157966855091";0,212365045;13,7409668;47,96590042;"4"
"146";"TRE_NN_L_76";"S167";7;13;76;"TRE";"NN";"L";"TRE_NN_76";"3542.4830729166665";"1463.78600244038";"1.49";"32.6";"4.06";"58.6696022913767";0,192793232;13,7409668;47,96590042;"3"
"147";"TRE_NN_S_76";"S168";7;13;76;"TRE";"NN";"S";"TRE_NN_76";"3542.4830729166665";"1463.78600244038";"1.49";"32.6";"4.06";"62.9553544198015";0,208079606;13,7409668;47,96590042;"3"
"148";"TRE_NN_L_77";"S169";7;13;77;"TRE";"NN";"L";"TRE_NN_77";"3670.276692708333";"1463.78600244038";"1.49";"32.6";"4.06";"51.6289402149601";0,182675706;13,7409668;47,96590042;"3"
"149";"TRE_NN_S_77";"S170";7;13;77;"TRE";"NN";"S";"TRE_NN_77";"3670.276692708333";"1463.78600244038";"1.49";"32.6";"4.06";"52.0992258732182";0,173178597;13,7409668;47,96590042;"3"
"150";"TRE_NN_L_78";"S171";7;13;78;"TRE";"NN";"L";"TRE_NN_78";"3579.6998697916665";"1463.78600244038";"1.49";"32.6";"4.06";"49.7360167445486";0,176812924;13,7409668;47,96590042;"4"
"151";"TRE_NN_S_78";"S172";7;13;78;"TRE";"NN";"S";"TRE_NN_78";"3579.6998697916665";"1463.78600244038";"1.49";"32.6";"4.06";"60.5254627692699";0,217176388;13,7409668;47,96590042;"4"
"152";"TRE_CC_S_80";"S176";7;14;80;"TRE";"CC";"S";"TRE_CC_80";"3623.15234375";"1463.78600244038";"1.36";"34.1";"4.41";"45.7537391867743";0,188934341;13,64799976;48,03289795;"12"
"153";"SKO_NN_L_1_rep";"S177";1;1;1;"SKO";"NN";"L";"SKO_NN_1";"3618.6100260416665";"2919.48280325183";"1.66";"31.5";"4.04";"67.2050696629706";0,227056822;13,62656593;47,54360199;"20"
"154";"HEM_CC_S_25_rep";"S186";3;5;25;"HEM";"CC";"S";"HEM_CC_25";"3344.909505208333";"1239.0366986976";"1.55";"33";"4.21";"46.7013808570877";0,106632436;13,36884975;54,12509918;"44"
"155";"HEM_CC_L_26_rep";"S187";3;5;26;"HEM";"CC";"L";"HEM_CC_26";"3665.0963541666665";"1239.0366986976";"1.55";"33";"4.21";"63.5622762621484";0,164583687;13,36884975;54,12509918;"27"
"156";"HEM_NN_L_31_rep";"S188";3;6;31;"HEM";"NN";"L";"HEM_NN_31";"3322.25";"1251.81020118529";"1.52";"34.1";"4.01";"56.296081582463";0,156130882;13,36083317;54,07769775;"31"
"157";"HEM_NN_S_31_rep";"S189";3;6;31;"HEM";"NN";"S";"HEM_NN_31";"3322.25";"1251.81020118529";"1.52";"34.1";"4.01";"54.3906903995868";0,223285688;13,36083317;54,07769775;"31"
"158";"HEM_NN_L_32_rep";"S190";3;6;32;"HEM";"NN";"L";"HEM_NN_32";"3302.3834635416665";"1251.81020118529";"1.52";"34.1";"4.01";"54.3650708333402";0,194443409;13,36083317;54,07769775;"51"
"159";"TRE_CC_L_81";"S193";7;14;81;"TRE";"CC";"L";"TRE_CC_81";"3613.7682291666665";"1463.78600244038";"1.36";"34.1";"4.41";"43.535362771932";0,206777476;13,64799976;48,03289795;"21"
"160";"TRE_CC_S_81";"S194";7;14;81;"TRE";"CC";"S";"TRE_CC_81";"3613.7682291666665";"1463.78600244038";"1.36";"34.1";"4.41";"57.081980439384";0,183465791;13,64799976;48,03289795;"21"
"161";"TRE_CC_L_82";"S195";7;14;82;"TRE";"CC";"L";"TRE_CC_82";"3614.483723958333";"1463.78600244038";"1.36";"34.1";"4.41";"55.1556944366944";0,255914663;13,64799976;48,03289795;"18"
"162";"TRE_CC_S_82";"S196";7;14;82;"TRE";"CC";"S";"TRE_CC_82";"3614.483723958333";"1463.78600244038";"1.36";"34.1";"4.41";"53.6467235355212";0,179467789;13,64799976;48,03289795;"18"
"163";"TRE_CC_L_83";"S197";7;14;83;"TRE";"CC";"L";"TRE_CC_83";"3604.3307291666665";"1463.78600244038";"1.36";"34.1";"4.41";"52.7503193826849";0,192952496;13,64799976;48,03289795;"29"
"164";"TRE_CC_S_83";"S198";7;14;83;"TRE";"CC";"S";"TRE_CC_83";"3604.3307291666665";"1463.78600244038";"1.36";"34.1";"4.41";"61.6318955578757";0,177331035;13,64799976;48,03289795;"29"
"165";"TRE_CC_L_84";"S199";7;14;84;"TRE";"CC";"L";"TRE_CC_84";"3570.583333333333";"1463.78600244038";"1.36";"34.1";"4.41";"38.9985351752488";0,238116572;13,64799976;48,03289795;"32"
"166";"TRE_CC_S_84";"S200";7;14;84;"TRE";"CC";"S";"TRE_CC_84";"3570.583333333333";"1463.78600244038";"1.36";"34.1";"4.41";"51.9353546788964";0,158500689;13,64799976;48,03289795;"32"
"167";"HAL_NN_L_85";"S201";8;15;85;"HAL";"NN";"L";"HAL_NN_85";"5397.645833333333";"1339.29309870524";"1.41";"36.4";"4.4";"54.5951632350666";0,203105981;16,22571564;46,30149841;"1"
"168";"HAL_NN_S_85";"S202";8;15;85;"HAL";"NN";"S";"HAL_NN_85";"5397.645833333333";"1339.29309870524";"1.41";"36.4";"4.4";"56.0905540650026";0,221114371;16,22571564;46,30149841;"1"
"169";"HAL_NN_L_86";"S203";8;15;86;"HAL";"NN";"L";"HAL_NN_86";"5348.817057291666";"1339.29309870524";"1.41";"36.4";"4.4";"64.9780763071397";0,210118771;16,22571564;46,30149841;"8"
"170";"HAL_NN_S_86";"S204";8;15;86;"HAL";"NN";"S";"HAL_NN_86";"5348.817057291666";"1339.29309870524";"1.41";"36.4";"4.4";"59.8036747684575";0,250160102;16,22571564;46,30149841;"8"
"171";"HAL_NN_L_87";"S205";8;15;87;"HAL";"NN";"L";"HAL_NN_87";"5354.298828125";"1339.29309870524";"1.41";"36.4";"4.4";"44.6495372440846";0,212681843;16,22571564;46,30149841;"0"
"172";"HAL_NN_S_87";"S206";8;15;87;"HAL";"NN";"S";"HAL_NN_87";"5354.298828125";"1339.29309870524";"1.41";"36.4";"4.4";"63.0508076559309";0,210790346;16,22571564;46,30149841;"0"
"173";"HAL_NN_L_88";"S207";8;15;88;"HAL";"NN";"L";"HAL_NN_88";"5281.576822916666";"1339.29309870524";"1.41";"36.4";"4.4";"52.4487377755817";0,19558953;16,22571564;46,30149841;"0"
"174";"HAL_NN_S_88";"S208";8;15;88;"HAL";"NN";"S";"HAL_NN_88";"5281.576822916666";"1339.29309870524";"1.41";"36.4";"4.4";"54.5586846529013";0,189592331;16,22571564;46,30149841;"0"
"175";"HAL_NN_L_89";"S209";8;15;89;"HAL";"NN";"L";"HAL_NN_89";"5266.888020833333";"1339.29309870524";"1.41";"36.4";"4.4";"51.1293439502244";0,160798131;16,22571564;46,30149841;"0"
"176";"HAL_NN_S_89";"S210";8;15;89;"HAL";"NN";"S";"HAL_NN_89";"5266.888020833333";"1339.29309870524";"1.41";"36.4";"4.4";"55.1873662575438";0,275924008;16,22571564;46,30149841;"0"
"177";"HAL_NN_L_90";"S211";8;15;90;"HAL";"NN";"L";"HAL_NN_90";"5246.86328125";"1339.29309870524";"1.41";"36.4";"4.4";"59.5112070421037";0,170201453;16,22571564;46,30149841;"0"
"178";"HAL_NN_S_90";"S212";8;15;90;"HAL";"NN";"S";"HAL_NN_90";"5246.86328125";"1339.29309870524";"1.41";"36.4";"4.4";"64.7367167796796";0,200558052;16,22571564;46,30149841;"0"
"179";"HAL_CC_S_91";"S214";8;16;91;"HAL";"CC";"S";"HAL_CC_91";"5146.307942708333";"1339.29309870524";"1.41";"35.8";"4.39";"62.1082113075272";0,209724758;16,2103157;45,49749756;"13"
"180";"HAL_CC_L_92";"S215";8;16;92;"HAL";"CC";"L";"HAL_CC_92";"5132.259114583333";"1339.29309870524";"1.41";"35.8";"4.39";"45.9629019734787";0,134072205;16,2103157;45,49749756;"18"
"181";"HAL_CC_S_92";"S216";8;16;92;"HAL";"CC";"S";"HAL_CC_92";"5132.259114583333";"1339.29309870524";"1.41";"35.8";"4.39";"65.6454110854227";0,178290207;16,2103157;45,49749756;"18"
"182";"HAL_CC_L_93";"S217";8;16;93;"HAL";"CC";"L";"HAL_CC_93";"5201.301432291666";"1339.29309870524";"1.41";"35.8";"4.39";"60.8392623602631";0,146022757;16,2103157;45,49749756;"3"
"183";"HAL_CC_S_93";"S218";8;16;93;"HAL";"CC";"S";"HAL_CC_93";"5201.301432291666";"1339.29309870524";"1.41";"35.8";"4.39";"60.4065948812029";0,170467579;16,2103157;45,49749756;"3"
"184";"HAL_CC_L_94";"S219";8;16;94;"HAL";"CC";"L";"HAL_CC_94";"5293.492838541666";"1339.29309870524";"1.41";"35.8";"4.39";"66.049232468865";0,21588627;16,2103157;45,49749756;"6"
"185";"HAL_CC_S_94";"S220";8;16;94;"HAL";"CC";"S";"HAL_CC_94";"5293.492838541666";"1339.29309870524";"1.41";"35.8";"4.39";"69.664849302638";0,218025659;16,2103157;45,49749756;"6"
"186";"HAL_CC_L_95";"S221";8;16;95;"HAL";"CC";"L";"HAL_CC_95";"5166.571614583333";"1339.29309870524";"1.41";"35.8";"4.39";"50.7705480149271";0,208237374;16,2103157;45,49749756;"2"
"187";"HAL_CC_S_95";"S222";8;16;95;"HAL";"CC";"S";"HAL_CC_95";"5166.571614583333";"1339.29309870524";"1.41";"35.8";"4.39";"59.9099114079925";0,203953666;16,2103157;45,49749756;"2"
"188";"HAL_CC_L_96";"S223";8;16;96;"HAL";"CC";"L";"HAL_CC_96";"5257.557942708333";"1339.29309870524";"1.41";"35.8";"4.39";"66.6074498994581";0,172274864;16,2103157;45,49749756;"3"
"189";"HAL_CC_S_96";"S224";8;16;96;"HAL";"CC";"S";"HAL_CC_96";"5257.557942708333";"1339.29309870524";"1.41";"35.8";"4.39";"65.372728040229";0,239892323;16,2103157;45,49749756;"3"
"190";"BLA_NN_L_97";"S225";9;17;97;"BLA";"NN";"L";"BLA_NN_97";"4770.662109375";"1497.8522956107";"1.66";"29.7";"5.06";"44.6953303385287";0,209328056;15,63803291;45,7589035;"36"
"191";"BLA_NN_S_97";"S226";9;17;97;"BLA";"NN";"S";"BLA_NN_97";"4770.662109375";"1497.8522956107";"1.66";"29.7";"5.06";"61.2720737333297";0,128455378;15,63803291;45,7589035;"36"
"192";"BLA_NN_L_98";"S227";9;17;98;"BLA";"NN";"L";"BLA_NN_98";"4675.757161458333";"1497.8522956107";"1.66";"29.7";"5.06";"62.1297906340662";0,128553019;15,63803291;45,7589035;"15"
"193";"BLA_NN_S_98";"S228";9;17;98;"BLA";"NN";"S";"BLA_NN_98";"4675.757161458333";"1497.8522956107";"1.66";"29.7";"5.06";"68.2058384436089";0,124455389;15,63803291;45,7589035;"15"
"194";"BLA_NN_L_99";"S229";9;17;99;"BLA";"NN";"L";"BLA_NN_99";"4719.464192708333";"1497.8522956107";"1.66";"29.7";"5.06";"48.5678057780733";0,098692587;15,63803291;45,7589035;"1"
"195";"BLA_NN_S_99";"S230";9;17;99;"BLA";"NN";"S";"BLA_NN_99";"4719.464192708333";"1497.8522956107";"1.66";"29.7";"5.06";"53.3489836349064";0,111594601;15,63803291;45,7589035;"1"
"196";"BLA_NN_L_100";"S231";9;17;100;"BLA";"NN";"L";"BLA_NN_100";"4680.157552083333";"1497.8522956107";"1.66";"29.7";"5.06";"59.9569706448066";0,089412147;15,63803291;45,7589035;"1"
"197";"BLA_NN_S_100";"S232";9;17;100;"BLA";"NN";"S";"BLA_NN_100";"4680.157552083333";"1497.8522956107";"1.66";"29.7";"5.06";"48.1496810560309";0,142683468;15,63803291;45,7589035;"1"
"198";"BLA_NN_L_101";"S233";9;17;101;"BLA";"NN";"L";"BLA_NN_101";"4731.98828125";"1497.8522956107";"1.66";"29.7";"5.06";"57.1196603887947";0,095104407;15,63803291;45,7589035;"0.1"
"199";"BLA_NN_S_101";"S234";9;17;101;"BLA";"NN";"S";"BLA_NN_101";"4731.98828125";"1497.8522956107";"1.66";"29.7";"5.06";"60.7442314591869";0,132594951;15,63803291;45,7589035;"0.1"
"200";"BLA_NN_L_102";"S235";9;17;102;"BLA";"NN";"L";"BLA_NN_102";"4864.305989583333";"1497.8522956107";"1.66";"29.7";"5.06";"71.4352541474383";0,054581375;15,63803291;45,7589035;"0"
"201";"BLA_NN_S_102";"S236";9;17;102;"BLA";"NN";"S";"BLA_NN_102";"4864.305989583333";"1497.8522956107";"1.66";"29.7";"5.06";"57.4157811790417";0,147751139;15,63803291;45,7589035;"0"
"202";"BLA_CC_L_103";"S237";9;18;103;"BLA";"CC";"L";"BLA_CC_103";"4494.735677083333";"1497.27719815448";"1.47";"36.5";"4.16";"63.8497188325374";0,182212113;15,5805006;45,66270065;"0"
"203";"BLA_CC_S_103";"S238";9;18;103;"BLA";"CC";"S";"BLA_CC_103";"4494.735677083333";"1497.27719815448";"1.47";"36.5";"4.16";"68.1328678459115";0,157517499;15,5805006;45,66270065;"0"
"204";"BLA_CC_L_104";"S239";9;18;104;"BLA";"CC";"L";"BLA_CC_104";"4537.800130208333";"1497.27719815448";"1.47";"36.5";"4.16";"55.4077515761276";0,146112825;15,5805006;45,66270065;"0"
"205";"BLA_CC_S_104";"S240";9;18;104;"BLA";"CC";"S";"BLA_CC_104";"4537.800130208333";"1497.27719815448";"1.47";"36.5";"4.16";"50.1086966801096";0,134746627;15,5805006;45,66270065;"0"
"206";"BLA_CC_L_105";"S241";9;18;105;"BLA";"CC";"L";"BLA_CC_105";"4682.757161458333";"1497.27719815448";"1.47";"36.5";"4.16";"46.2213960109552";0,114930293;15,5805006;45,66270065;"0"
"207";"BLA_CC_S_105";"S242";9;18;105;"BLA";"CC";"S";"BLA_CC_105";"4682.757161458333";"1497.27719815448";"1.47";"36.5";"4.16";"46.6234937897417";0,25046844;15,5805006;45,66270065;"0"
"208";"BLA_CC_L_106";"S243";9;18;106;"BLA";"CC";"L";"BLA_CC_106";"4464.052083333333";"1497.27719815448";"1.47";"36.5";"4.16";"71.5738481812743";0,263737912;15,5805006;45,66270065;"0.1"
"209";"BLA_CC_S_106";"S244";9;18;106;"BLA";"CC";"S";"BLA_CC_106";"4464.052083333333";"1497.27719815448";"1.47";"36.5";"4.16";"69.0051567070194";0,161599536;15,5805006;45,66270065;"0.1"
"210";"BLA_CC_L_107";"S245";9;18;107;"BLA";"CC";"L";"BLA_CC_107";"4422.513671875";"1497.27719815448";"1.47";"36.5";"4.16";"42.1315798930567";0,235790976;15,5805006;45,66270065;"0"
"211";"BLA_CC_S_107";"S246";9;18;107;"BLA";"CC";"S";"BLA_CC_107";"4422.513671875";"1497.27719815448";"1.47";"36.5";"4.16";"48.4890323503691";0,280335821;15,5805006;45,66270065;"0"
"212";"BLA_CC_L_108";"S247";9;18;108;"BLA";"CC";"L";"BLA_CC_108";"4548.641927083333";"1497.27719815448";"1.47";"36.5";"4.16";"66.3070251062838";0,199509079;15,5805006;45,66270065;"0"
"213";"BLA_CC_S_108";"S248";9;18;108;"BLA";"CC";"S";"BLA_CC_108";"4548.641927083333";"1497.27719815448";"1.47";"36.5";"4.16";"56.7070309805008";0,16429409;15,5805006;45,66270065;"0"
"214";"STR_NN_S_109";"S250";10;19;109;"STR";"NN";"S";"STR_NN_109";"3806.1764322916665";"1454.4902000078";"1.41";"38.4";"4.31";"52.6687046533945";0,171937779;13,60954952;48,0102005;"26"
"215";"STR_NN_L_110";"S251";10;19;110;"STR";"NN";"L";"STR_NN_110";"3892.13671875";"1454.4902000078";"1.41";"38.4";"4.31";"34.4658921039255";0,199578096;13,60954952;48,0102005;"24"
"216";"STR_NN_S_110";"S252";10;19;110;"STR";"NN";"S";"STR_NN_110";"3892.13671875";"1454.4902000078";"1.41";"38.4";"4.31";"41.9283528576067";0,09890389;13,60954952;48,0102005;"24"
"217";"STR_NN_L_111";"S253";10;19;111;"STR";"NN";"L";"STR_NN_111";"3905.83984375";"1454.4902000078";"1.41";"38.4";"4.31";"35.6871648123224";0,270546923;13,60954952;48,0102005;"11"
"218";"STR_NN_S_111";"S254";10;19;111;"STR";"NN";"S";"STR_NN_111";"3905.83984375";"1454.4902000078";"1.41";"38.4";"4.31";"52.2328293853214";0,164628563;13,60954952;48,0102005;"11"
"219";"STR_NN_L_112";"S255";10;19;112;"STR";"NN";"L";"STR_NN_112";"3788.9375";"1454.4902000078";"1.41";"38.4";"4.31";"50.971636246395";0,28243738;13,60954952;48,0102005;"41"
"220";"STR_NN_S_112";"S256";10;19;112;"STR";"NN";"S";"STR_NN_112";"3788.9375";"1454.4902000078";"1.41";"38.4";"4.31";"49.4793997279407";0,12754582;13,60954952;48,0102005;"41"
"221";"STR_NN_L_113";"S257";10;19;113;"STR";"NN";"L";"STR_NN_113";"3744.114583333333";"1454.4902000078";"1.41";"38.4";"4.31";"65.9458279759127";0,207222484;13,60954952;48,0102005;"52"
"222";"STR_NN_S_113";"S258";10;19;113;"STR";"NN";"S";"STR_NN_113";"3744.114583333333";"1454.4902000078";"1.41";"38.4";"4.31";"45.888888906543";0,201910242;13,60954952;48,0102005;"52"
"223";"STR_NN_L_114";"S259";10;19;114;"STR";"NN";"L";"STR_NN_114";"3631.2936197916665";"1454.4902000078";"1.41";"38.4";"4.31";"42.7266567666071";0,167429276;13,60954952;48,0102005;NA
"224";"STR_NN_S_114";"S260";10;19;114;"STR";"NN";"S";"STR_NN_114";"3631.2936197916665";"1454.4902000078";"1.41";"38.4";"4.31";"51.2697045515616";0,264215613;13,60954952;48,0102005;NA
"225";"STR_CC_S_116";"S264";10;20;116;"STR";"CC";"S";"STR_CC_116";"3764.597005208333";"1440.01009707886";"1.52";"35.2";"4.39";"44.2639464848271";0,170081324;13,773633;47,82040024;"4"
"226";"STR_CC_L_117";"S265";10;20;117;"STR";"CC";"L";"STR_CC_117";"3744.9713541666665";"1440.01009707886";"1.52";"35.2";"4.39";"50.2350006562337";0,146100854;13,773633;47,82040024;"1"
"227";"STR_CC_S_117";"S266";10;20;117;"STR";"CC";"S";"STR_CC_117";"3744.9713541666665";"1440.01009707886";"1.52";"35.2";"4.39";"55.2030532571715";0,217422793;13,773633;47,82040024;"1"
"228";"STR_CC_L_118";"S267";10;20;118;"STR";"CC";"L";"STR_CC_118";"3795.845052083333";"1440.01009707886";"1.52";"35.2";"4.39";"42.7756513939674";0,138908264;13,773633;47,82040024;"1"
"229";"STR_CC_S_118";"S268";10;20;118;"STR";"CC";"S";"STR_CC_118";"3795.845052083333";"1440.01009707886";"1.52";"35.2";"4.39";"42.8924042417087";0,110724303;13,773633;47,82040024;"1"
"230";"STR_CC_L_119";"S269";10;20;119;"STR";"CC";"L";"STR_CC_119";"3875.3072916666665";"1440.01009707886";"1.52";"35.2";"4.39";"53.60163628506";0,212072467;13,773633;47,82040024;"4"
"231";"STR_CC_S_119";"S270";10;20;119;"STR";"CC";"S";"STR_CC_119";"3875.3072916666665";"1440.01009707886";"1.52";"35.2";"4.39";"67.852234560187";0,087034621;13,773633;47,82040024;"4"
"232";"STR_CC_L_120";"S271";10;20;120;"STR";"CC";"L";"STR_CC_120";"3863.900390625";"1440.01009707886";"1.52";"35.2";"4.39";"57.5896397432176";0,110855907;13,773633;47,82040024;"4"
"233";"STR_CC_S_120";"S272";10;20;120;"STR";"CC";"S";"STR_CC_120";"3863.900390625";"1440.01009707886";"1.52";"35.2";"4.39";"52.6907803952615";0,127508353;13,773633;47,82040024;"4"
"234";"TRE_NN_L_73_rep";"S281";7;13;73;"TRE";"NN";"L";"TRE_NN_73";"3536.6764322916665";"1463.78600244038";"1.49";"32.6";"4.06";"54.8667252447356";0,223569875;13,7409668;47,96590042;"4"
"235";"TRE_NN_L_74_rep";"S283";7;13;74;"TRE";"NN";"L";"TRE_NN_74";"3605.01171875";"1463.78600244038";"1.49";"32.6";"4.06";"60.4094337541501";0,140562662;13,7409668;47,96590042;"56"
"236";"TRE_CC_L_79_rep";"S284";7;14;79;"TRE";"CC";"L";"TRE_CC_79";"3669.481770833333";"1463.78600244038";"1.36";"34.1";"4.41";"48.0206205931378";0,19462456;13,64799976;48,03289795;"43"
"237";"TRE_CC_S_79_rep";"S285";7;14;79;"TRE";"CC";"S";"TRE_CC_79";"3669.481770833333";"1463.78600244038";"1.36";"34.1";"4.41";"51.6067027343093";0,144526957;13,64799976;48,03289795;"43"
"238";"TRE_CC_L_80_rep";"S286";7;14;80;"TRE";"CC";"L";"TRE_CC_80";"3623.15234375";"1463.78600244038";"1.36";"34.1";"4.41";"49.5710005146967";0,121567109;13,64799976;48,03289795;"12"
